,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
0,931,-0.11833910034602076,0.046875,-1.4808278143007019,-1.663525970288894,1.0,0.25,0.037037037037037035,0.1111111111111111,1.0,0.0,0.0,0.0017843726521412473,0.016000000000000004,1.0,0.046875,0.024000000000000007,-0.11385459533607681,-0.1328125,-13.663464699597272,-33.041402777777776,0.0,0.0,0.010000000000000002,0.010000000000000002,0.037037037037037035,0.0,0.07407407407407407,0.1111111111111111,0.0625,0.046875,0.046875,0.046875,0.027777777777777776,8.899363935441066e-11,0.023148148148148143,0.0,1.1374949753159886e-07,6.427030184520958e-09,0.25,0.0625,1.0,0.1111111111111111,-2.95118925189537,0.0,0.0,-2.7174154583840417,0.0,0.0,0.07407407407407407,0.0,0.005859375,0.037037037037037035,0.07407407407407407,-0.17766203703703703,0.0625,0.0,0.008000000000000002,0.03200000000000001,-17.429671675432008,0.1111111111111111,0.046875,2.1394450796858277e-07,0.07407407407407407,0.1111111111111111,0.25,1.588757209178473e-07,1.0997919236450148e-07,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.0,-0.0946656649135988,-626.828125,0.07407407407407407,0.046875,0.0,0.0,0.0
1,657,-0.11833910034602076,0.046875,-1.4815272805963347,-1.6626681005550465,1.0,0.25,0.037037037037037035,0.037037037037037035,1.0,0.0,0.0,0.0007513148009015778,0.016000000000000004,1.0,0.046875,0.024000000000000007,-0.11796982167352538,-0.12890625,-13.66348296393706,-33.041407407407405,0.0,0.0,0.006000000000000002,0.005000000000000001,0.07407407407407407,1.3183593750000001e-08,0.07407407407407407,0.1111111111111111,0.03125,0.03125,0.046875,0.015625,0.018518518518518517,4.483054582478437e-09,0.023148148148148143,0.0,1.9376638545037874e-08,4.616413904707074e-09,0.25,0.0625,1.0,0.1111111111111111,-2.9691224437990282,0.0,0.0,-2.7320635062165044,0.037037037037037035,0.0,0.037037037037037035,0.125,0.005859375,0.037037037037037035,0.07407407407407407,-0.17881944444444442,0.0625,0.0,0.008000000000000002,0.03200000000000001,-17.42970773854245,0.07407407407407407,0.015625,1.0942735489540625e-07,0.07407407407407407,0.1111111111111111,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.25,0.0,-0.09391435011269722,-626.84375,0.07407407407407407,0.046875,0.0,0.0,0.0
2,46,-0.11831874618359454,0.046875,-1.4899346891398946,-1.6646738008493758,1.0,0.25,0.0,0.037037037037037035,1.0,0.0,0.0,0.0019722013523666418,0.016000000000000004,1.0,0.0625,0.024000000000000007,-0.11248285322359396,-0.1328125,-13.663465460611429,-33.041412037037034,0.25,0.0,0.004000000000000001,0.003000000000000001,0.07407407407407407,1.0058593750000001e-07,0.1111111111111111,0.1111111111111111,0.0625,0.0625,0.046875,0.015625,0.027777777777777776,2.5363187216007035e-09,0.023148148148148143,0.0,1.0166851641444974e-07,7.680870998145103e-09,0.25,0.0625,1.0,0.1111111111111111,-2.941530397817696,0.0,0.0,-2.7095259896661115,0.037037037037037035,0.0,0.07407407407407407,0.0,0.00390625,0.037037037037037035,0.1111111111111111,-0.17824074074074073,0.0625,0.037037037037037035,0.03200000000000001,0.03200000000000001,-17.42967317806161,0.07407407407407407,0.03125,2.0201973211459616e-07,0.07407407407407407,0.1111111111111111,0.25,3.1139641299898076e-07,5.01016320771618e-07,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.0,-0.0984222389181067,-626.8125,0.07407407407407407,0.046875,0.0,0.0,0.0
3,1349,-0.11833910034602076,0.046875,-1.4836855000271192,-1.6590584528371561,1.0,0.25,0.07407407407407407,0.07407407407407407,1.0,0.0,0.0,0.0009391435011269724,0.016000000000000004,1.0,0.046875,0.024000000000000007,-0.11522633744855966,-0.1328125,-13.663468124160982,-33.041444444444444,0.0,0.0,0.010000000000000002,0.010000000000000002,0.037037037037037035,0.0,0.07407407407407407,0.1111111111111111,0.0625,0.046875,0.046875,0.0625,0.027777777777777776,8.026113849275912e-09,0.023148148148148143,0.0,3.0594692439533483e-09,6.4971751251432886e-09,0.25,0.0625,1.0,0.1111111111111111,-2.9501638892593998,0.0,0.0,-2.7165779297935932,0.037037037037037035,0.0,0.07407407407407407,0.0,0.005859375,0.037037037037037035,0.07407407407407407,-0.17881944444444442,0.0625,0.037037037037037035,0.016000000000000004,0.03200000000000001,-17.429678437265213,0.07407407407407407,0.03125,1.8027455261615004e-07,0.07407407407407407,0.1111111111111111,0.25,6.386803980897462e-07,1.5274887828402986e-07,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.0,-0.09391435011269722,-626.859375,0.07407407407407407,0.046875,1.0,0.0,0.0
4,56,-0.11833910034602076,0.046875,-1.4648686743069486,-1.6625432840061491,1.0,0.25,0.037037037037037035,0.037037037037037035,1.0,0.0,0.0,0.0007513148009015778,0.016000000000000004,1.0,0.046875,0.024000000000000007,-0.11659807956104251,-0.1328125,-13.663481061401667,-33.04160185185185,0.0,0.0,0.006000000000000002,0.007000000000000001,0.07407407407407407,6.640625000000001e-08,0.037037037037037035,0.1111111111111111,0.03125,0.03125,0.046875,0.015625,0.009259259259259259,2.7254302052288264e-09,0.023148148148148143,0.0,7.334881392554823e-08,6.247283774176239e-09,0.25,0.046875,1.0,0.1111111111111111,-2.9527265677176207,0.0,0.0,-2.71867115652294,0.0,0.0,0.07407407407407407,0.0,0.005859375,0.037037037037037035,0.037037037037037035,-0.17766203703703703,0.0625,0.037037037037037035,0.03200000000000001,0.03200000000000001,-17.429703981968444,0.07407407407407407,0.03125,2.0201973211459616e-07,0.07407407407407407,0.1111111111111111,0.25,0.0,0.0,0.0,3.104582980819505e-06,0.0,0.0,0.0,0.0625,0.25,0.0,-0.0946656649135988,-626.84375,0.07407407407407407,0.046875,0.0,0.0,0.0
5,1229,-0.11831874618359454,0.046875,-1.4867138924241075,-1.6636581688985375,1.0,0.25,0.0,0.037037037037037035,1.0,0.015625,0.0,0.0019722013523666418,0.016000000000000004,1.0,0.0625,0.024000000000000007,-0.11248285322359396,-0.1328125,-13.663464319090192,-33.04139814814815,0.25,0.0,0.004000000000000001,0.003000000000000001,0.07407407407407407,1.8701171875000002e-07,0.1111111111111111,0.1111111111111111,0.0625,0.0625,0.046875,0.015625,0.027777777777777776,8.565637787862025e-09,0.023148148148148143,0.0,1.2708564551806218e-08,7.461668058700322e-09,0.25,0.0625,1.0,0.1111111111111111,-2.9430995903154007,0.0,0.0,-2.710807725058684,0.037037037037037035,0.0,0.037037037037037035,0.125,0.001953125,0.037037037037037035,0.1111111111111111,-0.17766203703703703,0.0625,0.037037037037037035,0.03200000000000001,0.03200000000000001,-17.429670924117207,0.1111111111111111,0.046875,3.6896659407040827e-07,0.07407407407407407,0.1111111111111111,0.25,0.0,4.399167694580059e-07,0.0,0.0,2.025462962962963e-06,0.0,0.0,0.0625,0.25,0.0,-0.09241172051089407,-626.84375,0.1111111111111111,0.0625,0.0,0.0,0.0
6,964,-0.11833910034602076,0.046875,-1.454784847349567,-1.6613547440137826,1.0,0.25,0.037037037037037035,0.037037037037037035,1.0,0.015625,0.0,0.001314800901577761,0.016000000000000004,1.0,0.046875,0.024000000000000007,-0.11248285322359396,-0.1328125,-13.663464699597272,-33.041402777777776,0.0,0.0,0.010000000000000002,0.010000000000000002,0.037037037037037035,0.0,0.07407407407407407,0.1111111111111111,0.0625,0.0625,0.046875,0.015625,0.023148148148148143,0.0,0.023148148148148143,0.0,1.4120627279784686e-07,7.891305820012092e-09,0.25,0.0625,1.0,0.1111111111111111,-2.94006554857177,0.0,0.0,-2.708329483102364,0.0,0.0,0.07407407407407407,0.0,0.00390625,0.037037037037037035,0.1111111111111111,-0.17766203703703703,0.0625,0.0,0.008000000000000002,0.03200000000000001,-17.429671675432008,0.1111111111111111,0.03125,2.462115485146641e-07,0.07407407407407407,0.1111111111111111,0.25,4.5756207624340025e-07,8.309538978651224e-07,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.0,-0.09616829451540196,-626.828125,0.07407407407407407,0.046875,0.0,0.0,0.0
7,922,-0.11832485243232241,0.046875,-1.4851770929246118,-1.663651332475152,1.0,0.25,0.0,0.037037037037037035,1.0,0.0,0.0,0.0004695717505634862,0.008000000000000002,1.0,0.03125,0.008000000000000002,-0.11796982167352538,-0.12890625,-13.66350541385472,-33.0414212962963,0.0,0.0,0.004000000000000001,0.003000000000000001,0.037037037037037035,0.0,0.037037037037037035,0.1111111111111111,0.03125,0.03125,0.046875,0.015625,0.018518518518518517,6.029319066261322e-09,0.023148148148148143,0.0,1.4748210714441783e-08,5.5765227794752115e-09,0.25,0.046875,1.0,0.1111111111111111,-2.958882236437008,1.0538718597716741e-07,0.0,-2.6994461831449605,0.07407407407407407,0.0,0.07407407407407407,0.25,0.0078125,0.07407407407407407,0.037037037037037035,-0.17650462962962962,0.0625,0.0,0.008000000000000002,0.0,-17.42969196093163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276968591952836e-07,0.0,0.0,0.0,0.0,0.0,0.046875,0.25,0.0,-0.09316303531179565,-626.84375,0.07407407407407407,0.046875,0.0,0.0,1.0
8,459,-0.11832892326480765,0.015625,-1.4836855000271192,-1.667721405528255,1.0,0.0,0.0,0.037037037037037035,1.0,0.0,0.0,0.0003756574004507889,0.016000000000000004,1.0,0.046875,0.04000000000000001,-0.11385459533607681,-0.12890625,-13.663495901177745,-33.0414537037037,0.25,0.0,0.005000000000000001,0.004000000000000001,0.037037037037037035,0.0,0.037037037037037035,0.07407407407407407,0.0625,0.03125,0.046875,0.015625,0.023148148148148143,0.0,0.023148148148148143,0.0,4.612738244729664e-08,2.5778265678706165e-09,0.25,0.015625,1.0,0.1111111111111111,-2.981824111055033,9.459862706786687e-08,0.0,-2.7117541089188046,0.0,0.0,0.037037037037037035,0.0,0.005859375,0.037037037037037035,0.07407407407407407,-0.17766203703703703,0.0625,0.037037037037037035,0.03200000000000001,0.016000000000000004,-17.42973328324568,0.037037037037037035,0.015625,7.996614396202765e-08,0.07407407407407407,0.1111111111111111,0.25,3.0504138416226687e-07,3.8492717327575524e-07,0.0,0.0,0.0,0.0,0.0,0.03125,0.25,0.0,-0.09541697971450037,-626.84375,0.07407407407407407,0.046875,1.0,0.0,0.0
9,1387,-0.11833095868105027,0.046875,-1.4761843959101009,-1.658832304081768,1.0,0.25,0.037037037037037035,0.037037037037037035,1.0,0.0,0.0,0.0011269722013523666,0.03200000000000001,1.0,0.046875,0.04000000000000001,-0.11522633744855966,-0.1328125,-13.66347573430256,-33.04153703703704,0.0,0.0,0.007000000000000001,0.007000000000000001,0.07407407407407407,4.4921875e-08,0.037037037037037035,0.1111111111111111,0.03125,0.046875,0.046875,0.015625,0.009259259259259259,4.394060943124027e-09,0.013888888888888888,1.4644697054775684e-07,1.043357460117424e-08,6.1026098341426844e-09,0.25,0.03125,1.0,0.1111111111111111,-2.953996396520189,1.5808077896575109e-07,0.0,-2.6890240954463356,0.037037037037037035,0.0,0.1111111111111111,0.125,0.009765625,0.037037037037037035,0.07407407407407407,-0.17476851851851852,0.0625,0.07407407407407407,0.024000000000000007,0.03200000000000001,-17.429693463561232,0.07407407407407407,0.03125,1.9781098769554206e-07,0.07407407407407407,0.1111111111111111,0.25,0.0,6.843149747124538e-07,0.0,0.0,3.978587962962963e-06,1.291214137161752e-06,1.0,0.03125,0.0,5.370749555234803e-10,-0.0946656649135988,-626.875,0.07407407407407407,0.046875,0.0,0.0,0.0
